StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,article_id,title,initials,access_article,access_supp,design,design_ev,design_judg,design_judg_4_TEXT,design_judg_rat,comments
2019-11-18 11:15:00,2019-11-18 11:17:29,IP Address,100,149,True,2019-11-18 11:17:30,R_pB3rfVt06UPZENr,anonymous,EN-GB,Malon2016mple7729,Ethnic differences in sleep duration and morning–evening type in a population sample,kd,Yes,Not present,cross-sectional,"""This cross-sectional population study examined associations of sleep duration and morning–evening type with sociodemographic and cardiometabolic disease in adults participating in the UK Biobank study""",,,,
2019-11-18 11:17:32,2019-11-18 11:20:15,IP Address,100,163,True,2019-11-18 11:20:16,R_SGWayEw8AAJINzP,anonymous,EN-GB,McCor2015tion4577,"Investigating the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a large middle-aged UK population",kd,Yes,Not present,cross-sectional,"""This study aimed to examine the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a cross-sectional sample of UK adults aged 40 to 69 years.""",,,,
2019-11-18 11:20:21,2019-11-18 11:27:45,IP Address,100,444,True,2019-11-18 11:27:46,R_1jevJ0PPhyNhVdo,anonymous,EN-GB,Keids2015sion6503,On the relationship between functional hearing and depression,kd,Yes,Not present,cross-sectional,"""Design: Cross-sectional data from the UK Biobank resource ... were accessed and analysed using multi-regression analyses.""",,,,
2019-11-18 11:27:51,2019-11-18 11:32:43,IP Address,100,292,True,2019-11-18 11:32:43,R_8d0LoYmqbOabKRb,anonymous,EN-GB,Elwoo2018bank.792,Healthy living and cancer: evidence from UK Biobank,kd,Yes,Not present,no_statement,,cohort,,"""We therefore examined the relationships between healthy behaviours... and the risk of all cancers .. in a large dataset."" Did not sample based on outcome. Cancer measured at follow up",
2019-11-18 11:32:48,2019-11-18 11:39:03,IP Address,100,375,True,2019-11-18 11:39:03,R_3nkEXAQy9Vgqs4f,anonymous,EN-GB,Ronnb2014urce0326,The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource,kd,Yes,Not present,no_statement,,cross-sectional,,""" Using the UK Biobank data, the aim of this study was to investigate the effects of functional hearing loss and hearing aid usage on visuospatial memory function"" All measures taken at same time and reflect current levels",
2019-11-18 11:39:09,2019-11-18 11:44:17,IP Address,100,307,True,2019-11-18 11:44:17,R_20MdfVpJ2E4F5fh,anonymous,EN-GB,Welch2017hort1189,Dietary Magnesium May Be Protective for Aging of Bone and Skeletal Muscle in Middle and Younger Older Age Men and Women: Cross-Sectional Findings from the UK Biobank Cohort,kd,Yes,Not present,cross-sectional,"""We analysed cross-sectional associations between dietary magnesium and skeletal muscle mass ..., grip strength, and bone density ... in ... the UK Biobank cohort""",,,,
2019-11-18 11:44:19,2019-11-18 11:48:29,IP Address,100,249,True,2019-11-18 11:48:29,R_1PYrurL1jB2buVW,anonymous,EN-GB,Bowma2017ants7157,"Central adiposity and the overweight risk paradox in aging: follow-up of 130,473 UK Biobank participants ",kd,Yes,Yes,no_statement,,cohort,,"""This study aimed to estimate associations between combined measurements of BMI and waist-to-hip ratio (WHR) with mortality and incident coronary artery disease"". Did not sample based on outcome. Outcomes measured at follow up",
2019-11-18 11:48:47,2019-11-18 11:51:05,IP Address,100,137,True,2019-11-18 11:51:05,R_2xwQF9JdPvGp9hI,anonymous,EN-GB,Kim2017tudy6851,"Independent and joint associations of grip strength and adiposity with all-cause and cardiovascular disease mortality in 403,199 adults: the UK Biobank study ",kd,Yes,Yes,no_statement,,cohort,,"""The purpose of this study was to examine the associations between GS, adiposity, and mortality."" Did not sample based on outcome. Outcome measured at follow up.",
2019-11-18 12:07:11,2019-11-18 12:12:55,IP Address,100,343,True,2019-11-18 12:12:55,R_xaWdZIEmmhDGbE5,anonymous,EN-GB,Galla2018ants.129,"Risk Factors and Mortality Associated with Multimorbidity in People with Stroke or Transient Ischaemic Attack: A Study of 8,751 UK Biobank Participants",kd,Yes,Yes,no_statement,,cohort,,"""Objective \n To examine multimorbidity and its associations with sociodemographic/lifestyle risk factors and all-cause mortality in UK Biobank participants with stroke or transient ischaemic attack"". Did not sample based on outcome. Mortality measured at follow up",
2019-11-18 12:18:59,2019-11-18 12:28:51,IP Address,100,592,True,2019-11-18 12:28:51,R_1etRmcVAqFT7tJw,anonymous,EN-GB,Pyrko2018ords1603,Quantitative characterization of biological age and frailty based on locomotor activity records,kd,Yes,Yes,no_statement,,cohort,,"""We performed a systematic evaluation of the relationships between locomotor activity and signatures of frailty, morbidity, and mortality risks using ...NHANES and UK BioBank"". Risk model fitted to cohorts separately. Did not sample based on outcome. Mortality measured at follow up",
2019-11-18 12:28:56,2019-11-18 12:35:32,IP Address,100,395,True,2019-11-18 12:35:32,R_22Vyyg3mG1fDYTa,anonymous,EN-GB,Macfa2014tors5302,Self-Reported Facial Pain in UK Biobank Study: Prevalence and Associated Factors,kd,Yes,Not present,cross-sectional,"""Material and Methods: Cross-sectional population data were obtained from UK Biobank""",,,,
2019-11-19 15:15:32,2019-11-19 15:27:11,IP Address,100,699,True,2019-11-19 15:27:11,R_3Mih84P3hFqFcWn,anonymous,EN-GB,Beasl2016bank0675,Is alcohol consumption related to likelihood of reporting chronic widespread pain in people with stable consumption? Results from UK biobank,MG,Yes,Not present,no_statement,,cross-sectional,,"No evidence of longitudinal or case control design (did not select participants based on CWP status. ",
2019-11-19 15:27:14,2019-11-19 15:33:52,IP Address,100,397,True,2019-11-19 15:33:52,R_3R9fR3oqg1iO17d,anonymous,EN-GB,Tyrre2015bank0732,Mental Health and Subjective Well-being of Individuals With Meniere's: Cross-sectional Analysis in the UK Biobank,MG,Not present,Not present,cross-sectional,in title (can't find article),,,,
2019-11-19 15:34:11,2019-11-19 15:35:48,IP Address,100,96,True,2019-11-19 15:35:48,R_UYZMPENAkP3V7WN,anonymous,EN-GB,Culle2017hort2733,The 'cognitive footprint' of psychiatric and neurological conditions: cross-sectional study in the UK Biobank cohort,MG,Yes,Yes,cross-sectional,"Cross‐sectional study using UK Biobank data (n = 502 642). Psychiatric and neurological exposure status was ascertained via self‐reported diagnoses, hospital records and questionnaires.",,,,
2019-11-19 15:35:50,2019-11-19 15:39:55,IP Address,100,244,True,2019-11-19 15:39:55,R_3fZhM4F9i5uKmq1,anonymous,EN-GB,Tran2018dies4796,Proton pump inhibitor and histamine-2 receptor antagonist use and risk of liver cancer in two population-based studies,MG,Yes,Not present,case-control,"We conducted a nested case‐control study within the Primary Care Clinical Informatics Unit (PCCIU) database in which up to five controls were matched to cases with primary liver cancer, recorded by General Practitioner",,,,
2019-11-19 15:40:00,2019-11-19 15:43:03,IP Address,100,182,True,2019-11-19 15:43:03,R_1LHdNYJWNEqv1TC,anonymous,EN-GB,Ntuk2017tudy3323,"Association between grip strength and diabetes prevalence in black, South-Asian, and white European ethnic groups: a cross-sectional analysis of 418 656 participants in the UK Biobank study",MG,Yes,Yes,cross-sectional,"This cross‐sectional study used baseline data from the UK Biobank study on 418 656 white European, black and South‐Asian participants, aged 40–69 years, who had complete data on diabetes status and hand‐grip strength.",,,,
2019-11-19 15:43:23,2019-11-19 15:45:47,IP Address,100,143,True,2019-11-19 15:45:47,R_3NCaj0dc10Gpfnb,anonymous,EN-GB,Fergu2018ants3551,Men across a range of ethnicities have a higher prevalence of diabetes: findings from a cross-sectional study of 500 000 UK Biobank participants,MG,Yes,Not present,cross-sectional,"This cross‐sectional study analysed UK Biobank data from 489 079 participants to compare the prevalence of diabetes mellitus across four major ethnic groups including: 471 700 (96.4%) white, 7871 (1.6%) South Asian, 7974 (1.6%) black and 1534 (0.3%) Chinese participants, before and after standardizing for age, socio‐economic status (SES), BMI and lifestyle factors including physical activity, TV viewing, fruit and vegetable intake, processed meat, red meat, oily fish, alcohol intake and smoking.",,,,
2019-11-19 15:45:50,2019-11-19 15:47:49,IP Address,100,119,True,2019-11-19 15:47:50,R_7WkwsZLecloYp45,anonymous,EN-GB,Shafi2018bank2527,Dietary intake in people consuming a low-carbohydrate diet in the UK Biobank,MG,Yes,Yes,cross-sectional,"In the present cross‐sectional study, the dietary and nutrient intake collected via up to five consecutive 24‐h dietary recalls and a food frequency questionnaire of 444 individuals (aged 46‐79 years) consuming <26% of calories from carbohydrate (LCHO) was compared with that of 131 897 individuals consuming ≥45% calories from carbohydrate (NCHO) using the UK Biobank Dataset.",,,,
2019-11-19 15:47:53,2019-11-19 15:49:42,IP Address,100,109,True,2019-11-19 15:49:42,R_31EoUX33qnaR7TN,anonymous,EN-GB,O'Sul2018tudy2915,Annual Ambient UVB at Wavelengths that Induce Vitamin D Synthesis is Associated with Reduced Esophageal and Gastric Cancer Risk: A Nested Case-Control Study,MG,Yes,Yes,case-control,The UK Biobank cohort was used for this nested case–control study (N = 3732).,,,,
2019-11-19 15:49:45,2019-11-19 15:52:14,IP Address,100,148,True,2019-11-19 15:52:14,R_Q3pjvDgDl6A7zIB,anonymous,EN-GB,Macfa2017ysis1476,Persons with chronic widespread pain experience excess mortality: longitudinal results from UK Biobank and meta-analysis,MG,Yes,Not present,cohort,Persons with chronic widespread pain experience excess mortality: longitudinal results from UK Biobank and meta-analysis,,,,
2019-11-19 15:52:20,2019-11-19 15:57:17,IP Address,100,296,True,2019-11-19 15:57:17,R_1Oq7gLDHZEJdbM5,anonymous,EN-GB,Celis2017tudy1456,"Association between active commuting and incident cardiovascular disease, cancer, and mortality: prospective cohort study",MG,Yes,Present but not accessible,,,,,,
2019-11-19 15:57:21,2019-11-19 16:00:36,IP Address,100,194,True,2019-11-19 16:00:36,R_SPohoGWA6DMmr05,anonymous,EN-GB,Celis2017tudy1456,"Association between active commuting and incident cardiovascular disease, cancer, and mortality: prospective cohort study",MG,Yes,Yes,cohort,Design Prospective population based study.,,,,
2019-11-19 16:00:41,2019-11-19 16:01:28,IP Address,100,46,True,2019-11-19 16:01:28,R_12L0ce0g10gaKMZ,anonymous,EN-GB,Celis2018ants1651,"Associations of grip strength with cardiovascular, respiratory, and cancer outcomes and all cause mortality: prospective cohort study of half a million UK Biobank participants",MG,Yes,Yes,cohort,"Associations of grip strength with cardiovascular, respiratory, and cancer outcomes and all cause mortality: prospective cohort study of half a million UK Biobank participants",,,,
2019-11-19 16:01:31,2019-11-19 16:03:38,IP Address,100,126,True,2019-11-19 16:03:38,R_yknnrYkGVEMZJXb,anonymous,EN-GB,Peter2014tudy5663,Do smoking habits differ between women and men in contemporary Western populations? Evidence from half a million people in the UK Biobank study,MG,Yes,Yes,cross-sectional,Design Cross-sectional population-based study.,,,,
2019-11-19 16:03:50,2019-11-19 16:05:53,IP Address,100,122,True,2019-11-19 16:05:53,R_23gDt7Q4OpGdsCw,anonymous,EN-GB,Peter2016bank0007,Sex differences in body anthropometry and composition in individuals with and without diabetes in the UK Biobank,MG,Yes,Yes,cross-sectional,A cross-sectional study of 480 813 participants from the UK Biobank without history of CVD was conducted to assess whether the difference in body size in people with and without diabetes was greater in women than in men.,,,,
2019-11-19 16:05:58,2019-11-19 16:07:54,IP Address,100,115,True,2019-11-19 16:07:54,R_2vZBVhJSPsSZrHo,anonymous,EN-GB,Cassi2016etes0038,"Cross-sectional study of diet, physical activity, television viewing and sleep duration in 233,110 adults from the UK Biobank; the behavioural phenotype of cardiovascular disease and type 2 diabetes",MG,Yes,Yes,cross-sectional,Design Cross-sectional observational study.,,,,
2019-11-19 16:07:57,2019-11-19 16:09:22,IP Address,100,85,True,2019-11-19 16:09:22,R_31YPWzuX4UlsEnh,anonymous,EN-GB,Bradb2017bank1843,"Association between physical activity and body fat percentage, with adjustment for BMI: a large cross-sectional analysis of UK Biobank",MG,Yes,Yes,cross-sectional,Design A cross-sectional analysis of participants recruited into UK Biobank in 2006–2010.,,,,
2019-11-19 16:09:25,2019-11-19 16:14:56,IP Address,100,331,True,2019-11-19 16:14:56,R_1LRw4kBrlMAXs3i,anonymous,EN-GB,Nevad2016bank2177,Commonly prescribed drugs associate with cognitive function: a cross-sectional study in UK Biobank,MG,Yes,Yes,cross-sectional,Design Population-based cross-sectional cohort study.,,,,"says cross-sectional cohort but can't see any evidence of analysis including time. Title also says a cross-sectional study "
2019-11-19 16:15:00,2019-11-19 16:18:25,IP Address,100,204,True,2019-11-19 16:18:25,R_3lX1ZqYRK8VFw5k,anonymous,EN-GB,Strac2017dies5381,Ventilatory function as a predictor of mortality in lifelong non-smokers: evidence from large British cohort studies,MG,Yes,Yes,no_statement,,cohort,,"In UK Biobank, among 149 343 white never-smokers aged 40–69 years at entry, 2401 deaths occurred over a mean of 6.5-year follow-up. ",
2019-11-19 16:18:28,2019-11-19 16:20:46,IP Address,100,137,True,2019-11-19 16:20:46,R_1Eaq8dpgNBH2w8U,anonymous,EN-GB,Falco2017bank7132,Patterns and correlates of active commuting in adults with type 2 diabetes: cross-sectional evidence from UK Biobank,MG,Yes,Not present,cross-sectional,Design Cross-sectional analysis of a cohort study.,,,,
2019-11-19 16:24:06,2019-11-19 16:25:35,IP Address,100,88,True,2019-11-19 16:25:35,R_2y30iOv6ShThJ7y,anonymous,EN-GB,Hanlo2018tudy8404,"Examining patterns of multimorbidity, polypharmacy and risk of adverse drug reactions in chronic obstructive pulmonary disease: a cross-sectional UK Biobank study",MG,Yes,Yes,cross-sectional,Design Cross-sectional.,,,,
2019-11-19 16:25:37,2019-11-19 16:27:22,IP Address,100,104,True,2019-11-19 16:27:22,R_UASIr956l5yAGpb,anonymous,EN-GB,Benne2018bank0017,Sex differences in macronutrient intake and adherence to dietary recommendations: findings from the UK Biobank,MG,Yes,Yes,cross-sectional,Design Cross-sectional population-based study.,,,,
2019-11-19 16:27:25,2019-11-19 16:29:08,IP Address,100,102,True,2019-11-19 16:29:08,R_1GHb86nyRkBOQwH,anonymous,EN-GB,Drega2017ders1214,Cardiovascular and type 2 diabetes morbidity and all-cause mortality among diverse chronic inflammatory disorders,MG,Yes,Yes,"cohort,cross-sectional",The UK Biobank data were used to conduct two investigations: a cross-sectional study to estimate cardiometabolic risk and a prospective cohort study to estimate mortality risk,,,,
2019-11-19 16:29:10,2019-11-19 16:30:55,IP Address,100,105,True,2019-11-19 16:30:56,R_2OZ7bZ0vH42dqKu,anonymous,EN-GB,Woodw2018bank2289,Women's reproductive factors and incident cardiovascular disease in the UK Biobank,MG,Yes,Yes,no_statement,,cohort,,"Methods Between 2006 and 2010, the UK Biobank recruited over 500 000 participants aged 40–69 years across the UK. During 7 years of follow-up, 9054 incident cases of CVD (34% women), 5782 cases of coronary heart disease (CHD) (28% women), and 3489 cases of stroke (43% women) were recorded among 267 440 women and 215 088 men without a history of CVD at baseline. Cox regression models yielded adjusted hazard ratios (HRs) for CVD, CHD and stroke associated with reproductive factors.",
2019-11-19 16:30:59,2019-11-19 16:35:46,IP Address,100,287,True,2019-11-19 16:35:46,R_1P2bwIjVRfl3myA,anonymous,EN-GB,Drega2018tudy2610,Arterial stiffness association with chronic inflammatory disorders in the UK Biobank study,MG,Yes,Yes,no_statement,,case-control,,Objective The present study tested the hypothesis that arterial stiffness will be elevated across overall and specific inflammatory disorders compared with an inflammation-free comparison group.,
2019-11-19 16:35:49,2019-11-19 16:37:52,IP Address,100,123,True,2019-11-19 16:37:52,R_1M0Sb4udUWMjo2G,anonymous,EN-GB,Hakul2018omen2663,"Social isolation and loneliness as risk factors for myocardial infarction, stroke and mortality: UK Biobank cohort study of 479 054 men and women",MG,Yes,Yes,no_statement,,cohort,,"The mean follow-up was 7.1 years (range 5.4 to 10.0 years). ",
2019-11-19 16:38:14,2019-11-19 16:39:41,IP Address,100,86,True,2019-11-19 16:39:41,R_XHXvCX9DCpsj89b,anonymous,EN-GB,Pante2018lity2699,"Using alternatives to the car and risk of all-cause, cardiovascular and cancer mortality",MG,Yes,Yes,cohort,"Methods We conducted a prospective study using data from 3 58 799 participants, aged 37–73 years, from UK Biobank.",,,,
2019-11-19 16:39:49,2019-11-19 16:41:48,IP Address,100,119,True,2019-11-19 16:41:48,R_26mb2RRmxZD8z6o,anonymous,EN-GB,Ul-Ha2014ants3077,"Heaviness, health and happiness: a cross-sectional study of 163066 UK Biobank participants",MG,Yes,Yes,cross-sectional,Methods We conducted a cross-sectional study of the 163 066 UK Biobank participants who completed the happiness rating.,,,,
2019-11-19 16:41:52,2019-11-19 16:43:29,IP Address,100,97,True,2019-11-19 16:43:30,R_2aCwaneTEoVVBXB,anonymous,EN-GB,Batty2016bank7267,"Psychological distress, neuroticism, and cause-specific mortality: early prospective evidence from UK Biobank",MG,Yes,Yes,cohort,"Psychological distress, neuroticism, and cause-specific mortality: early prospective evidence from UK Biobank",,,,
2019-11-19 16:43:32,2019-11-19 16:46:24,IP Address,100,172,True,2019-11-19 16:46:24,R_3g6IT0NpW0z4sRm,anonymous,EN-GB,DeMat2016tudy3406,Occupations associated with COPD risk in the large population-based UK Biobank cohort study,MG,Yes,Yes,cross-sectional,We performed a cross-sectional analysis to examine the association of COPD with current occupation (four-digit SOC-coded job) using all participants not working in each specific job as the reference group,,,,
2019-11-19 16:46:27,2019-11-19 16:53:35,IP Address,100,427,True,2019-11-19 16:53:35,R_23etr0n42QChDzr,anonymous,EN-GB,Siebe2016ants0267,Characteristics of rheumatoid arthritis and its association with major comorbid conditions: cross-sectional study of 502 649 UK Biobank participants,MG,Yes,Yes,cross-sectional,Methods We undertook a cross-sectional study using baseline data from the unique UK Biobank resource (n=502 649).,,,,
2019-11-19 16:53:40,2019-11-19 17:00:29,IP Address,100,409,True,2019-11-19 17:00:30,R_ptTiq4QT2ckfhEB,anonymous,EN-GB,Lopha2017ings0288,Development of a Cancer Risk Prediction Tool for Use in the UK Primary Care and Community Settings,MG,Yes,Not present,no_statement,,cohort,,no mention of case-control or cross-sectional (appears to be looking at longitudinal data,
2019-11-29 14:01:37,2019-11-29 14:06:04,IP Address,100,266,True,2019-11-29 14:06:05,R_1eRjiiJuHwBS0Xt,anonymous,EN-GB,Welsh2018bank0945,Association of Total and Differential Leukocyte Counts With Cardiovascular Disease and Mortality in the UK Biobank,MG,Yes,Yes,"cross-sectional,no_statement",Cross-Sectional Associations,cohort,,"Death because of CVD (n=1377) and non-CVD causes (n=8987) occurred during median follow-up time of 7.0 years (interquartile range, 6.3–7.6).",
2019-11-29 14:06:19,2019-11-29 14:13:26,IP Address,100,427,True,2019-11-29 14:13:26,R_1S5TQOc5iHrinSN,anonymous,EN-GB,Khurs2018ults6273,Frequency of Cardiac Rhythm Abnormalities in a Half Million Adults,MG,Yes,Yes,no_statement,,cohort,,"During 3 368 332 person-years of follow-up, 15 906 new rhythm abnormalities were detected (4.72 per 1000 person-years; 95% confidence interval [CI]: 4.65–4.80).",
2019-11-29 14:13:32,2019-11-29 14:16:14,IP Address,100,162,True,2019-11-29 14:16:15,R_2ZNO0kTjP0SddPi,anonymous,EN-GB,vande2018eath8341,Heart Rate Recovery 10 Seconds After Cessation of Exercise Predicts Death,MG,Yes,Yes,no_statement,,cohort,,"During a median follow‐up period of 6 years, 536 participants died (including 39 of coronary artery disease). ",
2019-11-29 14:16:49,2019-11-29 14:19:54,IP Address,100,185,True,2019-11-29 14:19:54,R_0xEhVp5e0C5HjVf,anonymous,EN-GB,Peter2018bank8507,Sex Differences in the Association Between Measures of General and Central Adiposity and the Risk of Myocardial Infarction: Results From the UK Biobank,MG,Yes,Yes,no_statement,,cohort,,This large prospective study among 480 000 women and men demonstrates that higher levels of measures of central and general adiposity are each associated with an increased risk of MI in later life.,
2019-11-29 14:19:58,2019-11-29 14:23:03,IP Address,100,185,True,2019-11-29 14:23:03,R_DSNFD433Y6hewuZ,anonymous,EN-GB,Lindh2018tion8970,Bioimpedance and New-Onset Heart Failure: A Longitudinal Study of >500 000 Individuals From the General Population,MG,Yes,Yes,cohort,A Longitudinal Study of >500 000 Individuals From the General Population,,,,
2019-11-29 14:23:06,2019-11-29 14:25:33,IP Address,100,146,True,2019-11-29 14:25:33,R_3iBZAqXGhOhEYG5,anonymous,EN-GB,Amara2017bank45OC,Female Smokers Are at Greater Risk of Airflow Obstruction Than Male Smokers. UK Biobank,MG,Yes,Yes,no_statement,,cross-sectional,,"and in this cross-sectional study, it is possible that survival bias led to a dilution of the association of airflow obstruction with cigarette smoking mainly among men.",
2019-11-29 14:25:42,2019-11-29 14:39:39,IP Address,100,837,True,2019-11-29 14:39:40,R_2azP0WckVnPWHX9,anonymous,EN-GB,Gale2017bank9813,When Is Higher Neuroticism Protective Against Death? Findings From UK Biobank,MG,Yes,Yes,no_statement,,cohort,,"After adjustment for age and sex, a 1-SD increment in neuroticism was associated with a 6% increase in all-cause mortality (hazard ratio = 1.06, 95% confidence interval = [1.03, 1.09]).",
2019-11-29 14:39:43,2019-11-29 14:42:09,IP Address,100,145,True,2019-11-29 14:42:09,R_1LNLYZaxqamofQw,anonymous,EN-GB,Kunzm2018bank3558,"Physical activity, sedentary behaviour and risk of oesophago-gastric cancer: A prospective cohort study within UK Biobank",MG,Yes,Yes,cohort,"Physical activity, sedentary behaviour and risk of oesophago-gastric cancer: A prospective cohort study within UK Biobank",,,,
2019-11-29 14:42:12,2019-11-29 14:44:18,IP Address,100,125,True,2019-11-29 14:44:18,R_2ymaWyuRXXpBBrU,anonymous,EN-GB,Seeto2017nder6395,The Influence of Social Interaction and Physical Health on the Association Between Hearing and Depression With Age and Gender,MG,Yes,Not present,cross-sectional,"Using cross-sectional data from the UK Biobank ",,,,
2019-11-29 14:44:42,2019-11-29 15:00:52,IP Address,100,970,True,2019-11-29 15:00:52,R_3gSpkQ882PP2hBs,anonymous,EN-GB,Amara2016data2016,Lower lung function associates with cessation of menstruation: UK Biobank data,MG,Yes,Yes,no_statement,,cross-sectional,,"Our study also has limitations. As with all cross-sectional studies, we are unable to draw firm conclusions in terms of temporality.",
2019-11-29 15:01:25,2019-11-29 15:03:41,IP Address,100,135,True,2019-11-29 15:03:41,R_3lRhpXuP2ezAYwi,anonymous,EN-GB,Cai2017oach2015,"Ambient air pollution, traffic noise and adult asthma prevalence: a BioSHaRE approach",MG,Yes,Yes,cross-sectional,A cross-sectional analysis of 646 731 participants aged ≥20 years was undertaken using DataSHIELD to pool data for individual-level analysis via a “compute to the data” approach.,,,,
2019-11-29 15:03:44,2019-11-29 15:05:16,IP Address,100,91,True,2019-11-29 15:05:16,R_1EhtEVatPKGwtPr,anonymous,EN-GB,Ul-Ha2014ants-153,"Gender differences in the association between adiposity and probable major depression: a cross-sectional study of 140,564 UK Biobank participants",MG,Yes,Yes,cross-sectional,We conducted a cross-sectional study using baseline data on the sub-group of UK Biobank participants who were assessed for mood disorder.,,,,
2019-11-29 15:05:17,2019-11-29 15:06:58,IP Address,100,100,True,2019-11-29 15:06:58,R_1IZxBJwkOnFBPg3,anonymous,EN-GB,Nicho2015bank43-5,Ethnic differences in the association between depression and chronic pain: cross sectional results from UK Biobank,MG,Yes,Not present,cross-sectional,"Cross-sectional study of UK Biobank participants with complete data on chronic pain and probable lifetime history of depression, who reported their ethnic group as White, Asian/Asian British or Black/Black British.",,,,
2019-11-29 15:07:02,2019-11-29 15:08:16,IP Address,100,74,True,2019-11-29 15:08:16,R_3R1qU2Uc8hUwlqG,anonymous,EN-GB,Nicho2014bank50-4,"Chronic multisite pain in major depression and bipolar disorder: cross-sectional study of 149,611 participants in UK Biobank",MG,Yes,Yes,cross-sectional,"We conducted a cross-sectional study of 149,611 UK Biobank participants. ",,,,
2019-11-29 15:08:19,2019-11-29 15:10:37,IP Address,100,137,True,2019-11-29 15:10:38,R_w5UDEhl2I2vjuQV,anonymous,EN-GB,Celis2018tudy63-1,"Associations of discretionary screen time with mortality, cardiovascular disease and cancer are attenuated by strength, fitness and physical activity: findings from the UK Biobank study",MG,Yes,Yes,cohort,"In this prospective population-based study, all-cause mortality, CVD incidence and mortality, and cancer incidence and mortality were the main outcomes. ",,,,
2019-11-29 15:10:40,2019-11-29 15:12:40,IP Address,100,119,True,2019-11-29 15:12:40,R_2f7ASUNx4dhsMR0,anonymous,EN-GB,Cassi2017bank14-y,"Low physical activity, high television viewing and poor sleep duration cluster in overweight and obese adults; a cross-sectional study of 398,984 participants from the UK Biobank",MG,Yes,Yes,cross-sectional," a cross-sectional study of 398,984 participants from the UK Biobank",,,,
2019-11-29 15:12:43,2019-11-29 15:14:11,IP Address,100,88,True,2019-11-29 15:14:19,R_3irSVkHPQQG6zUa,anonymous,EN-GB,Burgo2018ants99-8,"Examining the interaction of fast-food outlet exposure and income on diet and obesity: evidence from 51,361 UK Biobank participants",MG,Yes,Yes,cross-sectional,"We employed an observational, cross-sectional study design.",,,,
2019-11-29 15:14:15,2019-11-29 15:17:04,IP Address,100,168,True,2019-11-29 15:17:04,R_ONKpIG5GgJHUuiZ,anonymous,EN-GB,Peter2018ject7.12,Neuroticism and suicide in a general population cohort: results from the UK Biobank Project,MG,Yes,Not present,no_statement,,cohort,,"UK Biobank participants (n = 389 365) were assessed for neuroticism as well as social, demographic and health-related variables at study entry and followed for up to 10 years. Suicide risk was modelled using Cox regression stratified by gender.",
2019-11-29 15:17:08,2019-11-29 15:18:26,IP Address,100,77,True,2019-11-29 15:18:26,R_1kLbnmNqx3gRdJa,anonymous,EN-GB,Marti2016tudy7784,"Cardiometabolic disease and features of depression and bipolar disorder: population-based, cross-sectional study",MG,Yes,Yes,cross-sectional,"Cross-sectional study of 145 991 UK Biobank participants: multivariate analyses of associations between features of depression or bipolar disorder and five cardiometabolic outcomes, adjusting for confounding factors.",,,,
2019-11-29 15:18:33,2019-11-29 15:20:24,IP Address,100,110,True,2019-11-29 15:20:24,R_2zqISkQa04gwJzy,anonymous,EN-GB,Lyall2016hort2154,Low birth weight and features of neuroticism and mood disorder in 83 545 participants of the UK Biobank cohort,MG,Yes,Not present,cohort,"Retrospective cohort study using baseline data on the 83 545 UK Biobank participants with detailed mental health and birth weight data. Main outcomes were prevalent MDD and BD, and neuroticism assessed using the Eysenck Personality Inventory Neuroticism scale - Revised (EPIN-R)",,,,
2019-12-02 13:06:09,2019-12-02 13:15:45,IP Address,100,575,True,2019-12-02 13:15:45,R_2U4zoWpOOpFJK0s,anonymous,EN-GB,Duart2017hods0071,Visualization of Cancer and Cardiovascular Disease Co-Occurrence With Network Methods,MG,Yes,Yes,no_statement,,case-control,,"In total, 13,972 patients diagnosed with one of the most common cancers—Hodgkin lymphoma (n = 117), non-Hodgkin lymphoma (n = 1,028), lung and trachea cancer (n = 840), uterus cancer (n = 851), colorectal cancer (n = 2,410), prostate cancer (n = 2,892), or breast cancer (n = 6,094)—and 476,870 patients without cancer were included in the study.",Not sure
2019-12-02 13:15:48,2019-12-02 13:20:15,IP Address,100,267,True,2019-12-02 13:20:15,R_1f6J0BrRqrOfYd6,anonymous,EN-GB,Mulle2017tudy2467,Lung Cancer Risk Prediction Model Incorporating Lung Function: Development and Validation in the UK Biobank Prospective Cohort Study,MG,Yes,Not present,no_statement,,cohort,,"During accumulated follow-up of 1,469,518 person-years, there were 738 lung cancer diagnoses.",
2019-12-02 13:20:18,2019-12-02 13:55:04,IP Address,100,2086,True,2019-12-02 13:55:05,R_2Xhg6vzaITqMkkt,anonymous,EN-GB,Wijnd2017ties1206,Mortality Risk Reductions from Substituting Screen Time by Discretionary Activities,MG,Yes,Yes,no_statement,,cohort,,"A total of 423,659 UK Biobank participants, without stroke, myocardial infarction, or cancer history, were followed for 7.6 (1.4) yr, median (interquartile range [IQR]). ",
